,manufacturer,main_type,built_year,first_registration_date,has_all_wheel_drive,horsepower,handover_key_count,length,width,height,mileage,kw,predict,evaluation_datetime,fuel,gear,ac,gps,color
1209,BMW,206,  2012_year ,2/21/2013,,69,2,3789,2037,1462,102251,51,,10/9/2018 9:22,Diesel,Manual,Auto,,brown
1210,Audi,1er,  1999_year ,4/6/1999,,91,1,3650,2083,1481,299071,68,,6/14/2018 11:19,Benzin,Manual,,,red
1211,Land Rover,A5,  2013_year ,3/28/2013,,139,2,3850,1975,1427,124055,102,,5/12/2018 19:31,Diesel,Manual,Auto,Big,brown
1212,Hyundai,X3,  2003_year ,5/26/2003,1,159,2,3698,2087,1680,234991,117,,3/27/2018 15:11,Benzin,Manual,Manual,,brown
1213,Suzuki,Touran,  2010_year ,5/18/2010,,110,2,3572,2221,1496,126514,81,,5/14/2018 13:07,Benzin,Manual,Manual,,silver
1214,Seat,Grande Punto,  2012_year ,8/24/2012,,130,2,4025,2253,1547,153697,96,,5/24/2018 10:21,Diesel,Auto_or_Hybrid,Auto,Big,red
1215,Fiat,C-Klasse,  2010_year ,9/30/2010,,131,2,3906,2146,1447,93906,97,,6/2/2018 12:00,Diesel,Manual,Auto,,brown
1216,Smart,Punto,  2009_year ,1/12/2010,,137,2,3758,2296,1407,36693,101,,6/23/2018 12:20,Benzin,Manual,Manual,,gray
1217,BMW,Touareg,  2005_year ,12/14/2005,,199,1,4095,2047,1990,186285,145,,5/30/2018 11:20,Diesel,Manual,Manual,,brown
1218,Audi,RAV 4,  2008_year ,7/28/2008,1,147,1,3910,2109,1710,85041,109,,5/18/2018 11:36,Diesel,Manual,Manual,Big,beige
1219,Audi,Sharan,  2006_year ,2/22/2006,,125,2,3577,2389,1560,162171,92,,5/4/2018 14:43,Diesel,Manual,Front,Big,yellow
1220,Opel,Focus,  2009_year ,11/2/2009,,87,2,3562,2186,1497,104494,64,,7/20/2018 16:58,Benzin,Manual,Auto,Big,purple
1221,BMW,Q5,  2010_year ,3/17/2010,,115,2,3888,2261,1480,66741,85,,7/26/2018 15:13,Benzin,Manual,Auto,,red
1222,BMW,Insignia,  2007_year ,7/12/2007,,130,3,3519,2113,1517,197891,96,,9/25/2018 13:40,Diesel,Auto_or_Hybrid,Auto,,red
1223,Nissan,Superb,  2007_year ,1/24/2008,1,140,2,3708,1971,1675,71340,103,,6/19/2018 18:17,Diesel,Manual,Auto,,brown
1224,Fiat,C-Klasse,  2011_year ,12/30/2011,,222,1,4007,2212,1406,77238,162,,9/27/2018 17:06,Benzin,Auto_or_Hybrid,Auto,Big,red
1225,BMW,3er,  2000_year ,3/6/2001,,113,2,3661,2268,1439,136858,83,,7/25/2018 15:45,Benzin,Auto_or_Hybrid,Manual,,silver
1226,Fiat,C-Klasse,  2009_year ,3/10/2009,,248,2,3750,2272,1463,93581,182,,5/5/2018 17:46,Diesel,Manual,Auto,Big,brown
1227,Kia,Evoque,  2001_year ,3/27/2001,,72,4,3445,2448,1440,115208,53,,6/16/2018 16:55,Benzin,Manual,,,black
1228,Seat,Yaris,  2008_year ,5/28/2008,,132,2,3611,1984,1457,129374,97,,7/1/2018 14:25,Benzin,Manual,Auto,,brown
1229,Kia,Evoque,  2007_year ,6/11/2007,,57,2,3536,2210,1488,80673,42,,6/20/2018 8:17,Benzin,Manual,Manual,,red
1230,Opel,Focus,  2012_year ,5/30/2012,,76,2,3527,2135,1518,112187,56,,8/26/2018 10:12,Diesel,Manual,Auto,Big,silver
1231,Audi,1er,  2010_year ,10/27/2010,,106,2,3797,2208,1456,34809,78,,6/23/2018 10:19,Benzin,Manual,Manual,,brown
1232,Land Rover,Civic,  2006_year ,4/26/2006,,151,2,3564,2313,1459,178521,111,,8/19/2018 11:35,Benzin,Auto_or_Hybrid,Auto,Big,brown
1233,Citroen,207,  2004_year ,1/20/2004,,212,2,3664,2074,1468,145638,156,,11/1/2018 10:55,Diesel,Auto_or_Hybrid,Auto,Big,purple
1234,Kia,Evoque,  2011_year ,4/4/2011,,83,2,3596,2219,1488,101284,61,,6/15/2018 15:28,Benzin,Manual,Manual,,white
1235,Seat,X5,  2010_year ,2/1/2010,1,217,2,3993,2183,1713,221460,160,,4/25/2018 10:49,Diesel,Auto_or_Hybrid,Auto,,gray
1236,Audi,Passat,  2009_year ,10/27/2009,,105,1,3597,2034,1481,168456,77,,5/24/2018 12:01,Benzin,Manual,Manual,,brown
1237,Kia,Evoque,  2011_year ,6/17/2011,,89,1,3472,2341,1488,231963,66,,5/17/2018 17:33,Diesel,Manual,Auto,,black
1238,MINI,Astra,  2015_year ,7/9/2015,,164,2,4053,1929,1365,86106,120,,6/20/2018 13:07,Diesel,Auto_or_Hybrid,Auto,Big,red
1239,Fiat,C5,  2009_year ,6/24/2009,,274,2,3983,2204,1447,123148,202,,5/9/2018 11:14,Benzin,Auto_or_Hybrid,Auto,Big,brown
1240,BMW,i30,  2014_year ,6/24/2014,,103,2,3956,1973,1853,24503,76,,5/11/2018 10:09,Benzin,Manual,Manual,,white
1241,Land Rover,Civic,  2012_year ,3/2/2012,1,334,2,3895,1874,1461,324486,246,,7/2/2018 16:49,Diesel,Auto_or_Hybrid,Auto,Big,purple
1242,Suzuki,Touran,  2008_year ,5/5/2008,,143,2,3587,2213,1700,173637,106,,5/8/2018 12:26,Diesel,Auto_or_Hybrid,Auto,,gray
1243,Citroen,Fabia,  2014_year ,11/22/2014,,164,2,3811,1836,1545,60100,120,,9/13/2018 9:14,Diesel,Auto_or_Hybrid,Auto,Big,white
1244,BMW,Insignia,  2010_year ,11/25/2010,,112,2,3779,2315,1470,84192,83,,5/14/2018 11:35,Benzin,Manual,Auto,,gray
1245,Land Rover,Civic,  2005_year ,2/21/2006,,186,2,3684,1968,1463,131041,136,,8/20/2018 13:54,Benzin,Auto_or_Hybrid,Auto,Big,silver
1246,BMW,Touareg,  2008_year ,7/10/2008,,181,2,3752,2157,1990,179411,132,,5/13/2018 10:30,Diesel,Auto_or_Hybrid,Auto,,black
1247,Audi,Sharan,  2009_year ,9/1/2009,,141,2,,2210,1596,122257,103,,8/24/2018 16:23,Benzin,Manual,Manual,,brown
1248,Audi,1er,  2002_year ,8/1/2002,,90,1,3415,2191,1532,223059,66,,5/8/2018 16:56,Benzin,Manual,Manual,,brown
1249,Audi,1er,  2004_year ,7/7/2005,,108,2,3431,2040,1497,132230,80,,8/4/2018 10:27,Benzin,Manual,Manual,,silver
1250,Dacia,307,  2003_year ,7/7/2003,,77,1,3606,2293,1451,180945,56,,6/7/2018 17:08,Benzin,Manual,Manual,,brown
1251,Citroen,500,  2008_year ,5/30/2008,,266,2,3626,2171,1418,217459,196,,7/29/2018 10:51,Diesel,Auto_or_Hybrid,Auto,,red
1252,Citroen,M-Klasse,  2005_year ,2/17/2006,,114,2,3537,2105,1430,167870,84,,4/6/2018 14:43,Benzin,Manual,Auto,,purple
1253,Hyundai,A-Klasse,  2008_year ,10/1/2008,,119,3,3521,2373,1525,69103,88,,7/28/2018 14:49,Diesel,Manual,Auto,,silver
1254,Citroen,500,  2000_year ,7/27/2000,,107,2,3719,2157,1415,246245,79,,5/18/2018 12:22,Benzin,Manual,Auto,,yellow
1255,BMW,Q5,  2009_year ,8/26/2009,,136,2,3844,2129,1480,94819,101,,8/9/2018 9:19,Benzin,Manual,Auto,,brown
1256,Fiat,C5,  2006_year ,12/28/2006,,189,2,3717,2108,1483,27500,138,,10/13/2018 11:12,Benzin,Auto_or_Hybrid,Auto,,brown
1257,Land Rover,XC 60,  2006_year ,1/19/2007,1,241,2,3781,1909,1737,151652,178,,6/7/2018 9:59,Diesel,Auto_or_Hybrid,Auto,Big,brown
1258,Land Rover,Civic,  2008_year ,4/1/2008,,141,2,3615,2329,1463,106167,104,,5/4/2018 13:20,Diesel,Auto_or_Hybrid,Auto,,purple
1259,Fiat,C-Klasse,  2011_year ,7/15/2011,,134,2,3901,1993,1406,120301,100,,7/19/2018 11:44,Benzin,Auto_or_Hybrid,Auto,Big,red
1260,Dacia,Kuga,  2005_year ,5/6/2005,,138,2,3442,2023,1462,128529,101,,5/24/2018 10:19,Benzin,Manual,Front,,gray
1261,Hyundai,A-Klasse,  2007_year ,6/29/2007,,125,2,3703,2143,1525,218217,93,,7/1/2018 9:15,Diesel,Manual,Auto,Big,red
1262,Ford,6,  2014_year ,3/26/2014,,127,2,3827,2133,1470,76485,93,,6/12/2018 14:46,Benzin,Manual,Auto,Big,white
1263,Dacia,Kuga,  2006_year ,4/11/2006,,181,2,3798,2191,1451,166644,133,,8/3/2018 12:55,Benzin,Manual,Auto,,purple
1264,Citroen,B-Klasse,  2008_year ,7/18/2008,1,235,1,3704,2164,1766,222695,173,,4/30/2018 13:25,Diesel,Auto_or_Hybrid,Auto,Big,purple
1265,Dacia,T5,  2012_year ,9/19/2012,,133,2,3916,1914,1510,132908,98,,7/12/2018 10:25,Diesel,Manual,Auto,Big,white
1266,Mercedes-Benz,Caddy,  2002_year ,11/22/2002,,37,1,3663,2146,1529,212777,28,,9/11/2018 9:23,Diesel,Auto_or_Hybrid,,,red
1267,Citroen,500,  2002_year ,6/24/2002,,339,2,3886,2104,1372,128756,249,,5/19/2018 16:15,Benzin,Auto_or_Hybrid,Auto,Big,purple
1268,Land Rover,C-Max,  2014_year ,5/22/2014,,133,2,3911,1851,1425,48587,98,,6/26/2018 11:03,Diesel,Manual,Auto,Big,red
1269,Audi,Sharan,  2008_year ,3/5/2008,,141,2,3524,2346,1596,146903,104,,6/26/2018 15:14,Benzin,Manual,Auto,,brown
1270,Fiat,C-Klasse,  2001_year ,11/14/2001,,144,2,3475,2058,1426,215370,105,,9/8/2018 9:23,Benzin,Manual,Auto,,purple
1271,Volkswagen,Tiguan,  2009_year ,9/14/2009,,133,2,3558,2337,1525,119808,99,,4/10/2018 19:19,Benzin,Manual,Auto,,brown
1272,BMW,Mondeo,  2002_year ,12/10/2003,,101,2,3571,2185,1762,414779,75,,5/23/2018 10:46,Diesel,Manual,Auto,,purple
1273,Land Rover,C-Max,  2003_year ,7/10/2003,,110,2,3590,2253,1421,163920,81,,5/4/2018 19:13,Benzin,Manual,Auto,,purple
1274,Audi,Sharan,  2011_year ,9/19/2011,,153,2,3930,1975,1626,127702,113,,5/30/2018 11:26,Diesel,Manual,Auto,Big,brown
1275,Land Rover,C-Max,  2009_year ,5/29/2009,,135,2,3598,1950,1423,128724,99,,7/5/2018 16:40,Benzin,Auto_or_Hybrid,Auto,,red
1276,Dacia,T5,  2010_year ,8/10/2010,,150,1,3952,1996,1510,210375,111,,5/21/2018 16:54,Diesel,Auto_or_Hybrid,Auto,Big,red
1277,Citroen,207,  2005_year ,12/2/2005,1,240,2,3626,1983,1491,158636,177,,8/11/2018 12:24,Diesel,Auto_or_Hybrid,Auto,Big,red
1278,Seat,X5,  2014_year ,11/19/2014,1,237,2,4422,1785,1713,78814,174,,9/13/2018 11:56,Diesel,Auto_or_Hybrid,Auto,Big,silver
1279,Dacia,T5,  2014_year ,8/7/2014,,143,2,3844,2049,1529,74007,105,,10/18/2018 11:01,Diesel,Auto_or_Hybrid,Auto,Big,red
1280,Ford,cee'd,  2010_year ,11/8/2010,1,193,2,3670,2135,1670,82265,141,,7/7/2018 15:16,Diesel,Auto_or_Hybrid,Auto,Big,brown
1281,Renault,Golf VII,  2007_year ,11/28/2007,,74,1,3745,2336,1535,157820,54,,9/16/2018 10:13,Diesel,Manual,Manual,,black
1282,BMW,Insignia,  2010_year ,7/13/2010,,141,2,3555,2271,1472,365918,104,,7/19/2018 12:08,Diesel,Manual,Manual,,white
1283,Land Rover,Civic,  2006_year ,2/13/2006,,120,2,3720,2228,1463,198179,89,,4/23/2018 10:01,Diesel,Manual,Auto,,brown
1284,Audi,Passat,  2005_year ,11/22/2005,,63,1,3574,2209,1437,287390,46,,7/30/2018 11:27,Benzin,Manual,Manual,,red
1285,Kia,A4,  2011_year ,2/1/2011,,140,2,3679,2152,1535,187346,103,,8/16/2018 14:17,Diesel,Auto_or_Hybrid,Auto,Big,brown
1286,Skoda,fortwo,  2003_year ,8/15/2003,,137,2,3579,2191,1480,208104,102,,6/4/2018 14:38,Benzin,Manual,Manual,,brown
1287,BMW,Q5,  2009_year ,3/27/2009,,131,2,3801,2296,1480,117939,97,,4/20/2018 9:58,Diesel,Auto_or_Hybrid,Auto,,purple
1288,Fiat,C-Klasse,  2012_year ,3/23/2012,,172,2,3693,1960,1447,143342,127,,8/9/2018 9:53,Diesel,Auto_or_Hybrid,Auto,Big,white
1289,Land Rover,A5,  2009_year ,5/26/2009,,107,1,3784,1933,1427,232816,78,,5/1/2018 14:59,Diesel,Manual,Auto,Big,red
1290,Suzuki,Touran,  2007_year ,11/15/2007,,116,2,3736,2288,1665,202593,85,,9/12/2018 14:17,Diesel,Manual,Auto,,purple
1291,Volkswagen,Tiguan,  2009_year ,6/15/2009,,120,2,3476,2065,1480,118164,87,,9/22/2018 12:57,Benzin,Manual,Manual,Mobile,brown
1292,Kia,A4,  2003_year ,3/18/2003,,90,2,3473,2389,1425,36129,67,,3/28/2018 11:44,Benzin,Manual,Manual,,silver
1293,Seat,Leon,  2011_year ,11/2/2011,1,176,2,4099,2133,1784,139214,130,,7/15/2018 13:10,Diesel,Auto_or_Hybrid,Auto,Big,red
1294,Audi,Sharan,  2011_year ,9/5/2011,,85,2,3654,1987,1684,140198,63,,7/11/2018 16:56,Diesel,Manual,Auto,,brown
1295,Fiat,Corsa,  2008_year ,1/30/2008,1,250,2,3783,1925,1815,186521,184,,9/28/2018 10:18,Diesel,Auto_or_Hybrid,Auto,Big,red
1296,Kia,Golf V,  2010_year ,5/28/2010,,131,2,3530,2177,1498,188618,97,,6/15/2018 10:40,Diesel,Manual,Auto,Big,brown
1297,Land Rover,Clio,  2011_year ,11/6/2012,,168,2,3996,2043,1372,55799,124,,8/4/2018 13:17,Benzin,Manual,Auto,,red
1298,Volvo,XC 90,  2004_year ,6/1/2004,1,370,2,4755,1543,1295,68329,273,,6/22/2018 11:35,Benzin,Auto_or_Hybrid,Auto,Big,silver
1299,Fiat,C5,  2011_year ,7/19/2011,,277,2,3970,2093,1393,91068,204,,5/14/2018 11:18,Diesel,Auto_or_Hybrid,Auto,Big,red
1300,Seat,Grande Punto,  2008_year ,7/13/2007,,181,2,3705,2253,1488,288908,133,,8/16/2018 10:54,Diesel,Manual,Auto,,brown
1301,BMW,CR-V,  2007_year ,9/17/2007,,112,2,3555,2115,1485,126169,82,,5/29/2018 16:56,Benzin,Manual,Auto,,red
1302,Opel,Ibiza,  2014_year ,6/10/2014,,114,2,3750,1923,1523,77923,84,,7/10/2018 12:09,Diesel,Manual,Manual,Big,brown
1303,Honda,A3,  2004_year ,8/2/2004,,79,2,3716,2367,1425,173872,58,,5/2/2018 12:42,Diesel,Manual,Manual,,brown
1304,Land Rover,C-Max,  2005_year ,6/3/2005,1,221,1,3713,2065,1423,212018,163,,6/20/2018 13:21,Benzin,Auto_or_Hybrid,Auto,Big,red
1305,Mercedes-Benz,Caddy,  2008_year ,4/28/2008,,39,2,3747,2350,1542,118718,29,,9/21/2018 11:12,Diesel,Auto_or_Hybrid,Auto,,white
1306,Land Rover,Clio,  2009_year ,6/15/2009,,223,1,3752,2076,1372,217301,163,,8/5/2018 12:47,Diesel,Auto_or_Hybrid,Auto,Big,brown
1307,BMW,206,  2012_year ,11/28/2012,,80,2,3823,2177,1462,86057,59,,5/2/2018 16:03,Benzin,Manual,Auto,,red
1308,Land Rover,C-Max,  2007_year ,5/15/2007,,95,2,3508,2333,1421,74496,70,,8/6/2018 11:51,Benzin,Manual,Auto,,purple
1309,Suzuki,Touran,  2007_year ,3/23/2007,,106,1,3461,2381,1700,219320,77,,4/7/2018 10:43,Diesel,Manual,Manual,,brown
1310,Dacia,307,  2014_year ,3/7/2014,,79,2,3604,,1498,10881,58,,7/5/2018 9:59,Benzin,Manual,Manual,,white
1311,Fiat,C5,  2000_year ,10/12/2000,,176,1,3529,2110,1440,217822,129,,4/19/2018 16:46,Benzin,Auto_or_Hybrid,Manual,,red
1312,Ford,cee'd,  2013_year ,10/10/2013,,149,2,3949,2206,1670,114732,109,,9/10/2018 12:37,Benzin,Manual,Auto,,red
1313,Fiat,C5,  2011_year ,4/11/2011,,144,2,3784,2050,1464,56742,106,,4/13/2018 9:40,Diesel,Manual,Auto,,brown
1314,Toyota,Vectra,  2005_year ,1/20/2006,,66,2,3652,2083,1441,68586,49,,5/2/2018 14:38,Benzin,Manual,Auto,,red
1315,Hyundai,X3,  2006_year ,9/4/2006,1,190,1,3715,2371,1685,208920,139,,5/23/2018 14:43,Diesel,Manual,Auto,Big,brown
1316,Nissan,Superb,  2008_year ,11/30/2007,1,131,2,3720,2034,1675,226115,96,,6/17/2018 11:55,Diesel,Manual,Manual,,brown
1317,Fiat,C-Klasse,  2009_year ,2/26/2009,,141,2,3704,1923,1447,133151,104,,4/19/2018 12:24,Diesel,Manual,Auto,Big,brown
1318,Peugeot,Golf IV,  2009_year ,9/24/2009,,133,2,3781,1923,1645,90123,99,,8/4/2018 11:22,Benzin,Manual,Auto,,white
1319,Land Rover,C-Max,  2008_year ,11/21/2008,,117,2,3731,2157,1424,94881,86,,6/3/2018 14:07,Benzin,Manual,Manual,Big,red
1320,Land Rover,A5,  2005_year ,9/16/2005,1,186,2,3444,2293,1427,274503,137,,4/21/2018 16:59,Benzin,Manual,Auto,,purple
1321,Land Rover,Clio,  2009_year ,8/25/2009,,177,2,4014,2008,1383,176302,131,,5/18/2018 11:57,Diesel,Auto_or_Hybrid,Auto,Big,red
1322,BMW,3er,  2002_year ,1/10/2003,,119,2,3442,2152,1485,204064,87,,6/19/2018 11:37,Benzin,Manual,Auto,,red
1323,Kia,A4,  2007_year ,7/14/2007,,120,2,3455,2141,1411,284616,88,,5/9/2018 13:08,Benzin,Manual,Auto,,brown
1324,Citroen,500,  2004_year ,7/28/2004,,151,2,3735,2298,1415,185700,111,,8/25/2018 8:28,Benzin,Auto_or_Hybrid,Auto,Mobile,silver
1325,Fiat,5er,  2009_year ,7/9/2009,,123,2,3652,1953,1604,106781,91,,5/20/2018 16:42,,Manual,Manual,,red
1326,Land Rover,C-Max,  2004_year ,12/2/2004,,127,2,3696,2380,1423,164184,94,,4/5/2018 15:46,Benzin,Manual,Auto,,purple
1327,Opel,Ibiza,  2008_year ,4/21/2009,,126,2,3586,2067,1491,117612,93,,9/16/2018 12:06,Benzin,Manual,Manual,,brown
1328,Fiat,C-Klasse,  2005_year ,7/8/2005,,186,2,3652,2378,1465,115313,137,,5/5/2018 11:08,Benzin,Auto_or_Hybrid,Auto,,silver
1329,Citroen,207,  2004_year ,3/10/2004,,167,2,3653,1993,1468,120845,123,,9/23/2018 12:44,Benzin,Auto_or_Hybrid,Auto,,silver
1330,Land Rover,Civic,  2012_year ,3/22/2012,1,343,2,4003,2070,1461,219148,252,,8/26/2018 10:53,Diesel,Auto_or_Hybrid,Auto,Big,red
1331,Porsche,X1,  2010_year ,9/25/2010,,89,2,3583,2086,1490,164983,65,,8/25/2018 16:45,Diesel,Manual,Auto,,white
1332,Suzuki,Q7,  2012_year ,4/18/2012,,146,2,3849,1942,1458,39275,108,,6/8/2018 16:53,Diesel,Manual,Auto,,purple
1333,Fiat,C-Klasse,  2014_year ,9/17/2014,,138,2,4119,2086,1457,64577,102,,9/6/2018 13:07,Benzin,Auto_or_Hybrid,Auto,Big,brown
1334,Honda,911,  2010_year ,11/29/2010,,76,2,3794,2355,1472,87345,56,,5/1/2018 13:22,Benzin,Manual,Manual,,brown
1335,BMW,Megane,  2012_year ,11/8/2012,,120,2,3627,2060,1452,89983,88,,7/28/2018 12:24,Diesel,Manual,Auto,,red
1336,Skoda,fortwo,  2005_year ,12/13/2005,,185,2,3579,2321,1480,179221,137,,6/23/2018 12:39,Benzin,Auto_or_Hybrid,Auto,,purple
1337,Audi,1er,  2012_year ,9/17/2012,,123,2,3805,2140,1505,99558,90,,4/16/2018 18:40,Benzin,Manual,Auto,Big,red
1338,Skoda,MINI,  2008_year ,9/11/2008,,123,2,3748,2376,1615,289053,91,,5/25/2018 9:40,Diesel,Manual,Manual,,black
1339,Land Rover,XC 60,  2008_year ,7/1/2008,1,268,2,3634,2020,1737,148655,197,,7/16/2018 15:15,Benzin,Auto_or_Hybrid,Auto,Big,brown
1340,Skoda,MINI,  2007_year ,8/23/2007,,157,2,3650,2213,1615,130825,115,,7/26/2018 16:00,Diesel,Manual,Auto,,brown
1341,BMW,206,  2010_year ,2/24/2010,,90,2,3867,2131,1462,32886,67,,7/19/2018 9:17,Benzin,Auto_or_Hybrid,Manual,,red
1342,Audi,1er,  2005_year ,1/30/2006,,109,2,3484,2167,1501,203418,79,,5/10/2018 11:28,Diesel,Manual,Manual,,silver
1343,Porsche,X1,  2000_year ,9/27/2000,,69,1,3676,2430,1480,201758,51,,8/3/2018 15:38,Benzin,Manual,Manual,,purple
1344,Citroen,Qashqai,  2006_year ,8/30/2006,1,147,2,3506,2023,1674,174371,108,,5/2/2018 14:19,Diesel,Manual,Auto,,red
1345,Fiat,C-Klasse,  2012_year ,8/29/2013,,134,2,3987,1905,1447,124042,99,,5/30/2018 9:11,Diesel,Auto_or_Hybrid,Auto,Big,brown
1346,Audi,Passat,  2002_year ,8/1/2002,,68,2,3706,2282,1437,175941,50,,6/12/2018 17:40,Benzin,Manual,,,purple
1347,Seat,Leon,  2007_year ,7/17/2007,1,193,2,3787,2208,1743,207973,142,,4/19/2018 11:30,Diesel,Manual,Auto,,red
1348,Citroen,B-Klasse,  2007_year ,5/25/2007,1,335,2,3943,1889,1739,127796,246,,5/30/2018 14:38,Benzin,Auto_or_Hybrid,Auto,Big,red
1349,Hyundai,Meriva,  2011_year ,3/10/2011,,101,2,3538,2107,1530,74583,74,,4/25/2018 9:38,Benzin,Manual,Auto,,red
1350,Fiat,C-Klasse,  2002_year ,8/27/2002,,142,2,3799,2385,1465,127836,104,,9/28/2018 11:53,Benzin,Auto_or_Hybrid,Auto,Small,brown
1351,BMW,3er,  2003_year ,3/3/2003,,86,2,3558,2124,1485,115069,63,,7/19/2018 9:30,Benzin,Manual,Auto,,silver
1352,Kia,E-Klasse,  2013_year ,7/29/2013,,96,2,3497,2248,1615,184075,71,,6/17/2018 15:43,Benzin,Manual,Auto,,white
1353,Land Rover,A5,  2007_year ,2/16/2007,,114,2,3749,2274,1427,188059,84,,6/11/2018 12:29,Diesel,Manual,Auto,,red
1354,Ford,cee'd,  2013_year ,9/23/2013,,129,2,3812,2069,1670,82620,95,,11/5/2018 17:58,Benzin,Manual,Manual,,red
1355,Kia,Golf V,  2012_year ,5/31/2012,,169,2,3593,2325,1520,132294,124,,5/27/2018 11:38,Diesel,Auto_or_Hybrid,Auto,Big,red
1356,Audi,Avensis,  2006_year ,10/13/2006,,121,1,3463,2345,1427,248097,89,,6/16/2018 16:49,Diesel,Manual,Auto,Big,red
1357,Skoda,MINI,  2010_year ,11/12/2010,,122,2,3554,2131,1615,132450,90,,5/4/2018 17:45,Benzin,Manual,Auto,,brown
1358,Smart,Punto,  2009_year ,1/21/2010,,88,1,3727,2188,1407,55367,65,,5/5/2018 13:41,Benzin,Manual,Auto,,silver
1359,Kia,A4,  2005_year ,5/4/2005,,99,2,3645,2302,1500,144574,73,,7/23/2018 12:51,Benzin,Manual,Manual,,brown
1360,BMW,Mondeo,  2013_year ,6/6/2013,,157,2,4010,2029,1740,91134,115,,4/18/2018 14:16,Diesel,Auto_or_Hybrid,Manual,,purple
1361,Kia,A4,  2007_year ,9/19/2007,,157,2,3731,2375,1411,186711,115,,5/14/2018 16:55,Diesel,Manual,Auto,Big,silver
1362,Land Rover,Civic,  2011_year ,12/12/2011,1,211,2,4136,1943,1461,166810,155,,5/29/2018 11:27,Diesel,Auto_or_Hybrid,Auto,Big,gray
1363,Toyota,S 60,  2016_year ,6/13/2016,,154,2,3999,1938,1444,58768,113,,5/25/2018 15:51,Diesel,Manual,Auto,Big,white
1364,Land Rover,A5,  2006_year ,3/21/2006,,128,2,3448,2076,1427,296983,94,,5/19/2018 15:13,Diesel,Manual,Auto,,red
1365,Citroen,Qashqai,  2007_year ,3/20/2007,1,318,2,3912,1888,1674,77639,235,,8/10/2018 10:58,Diesel,Auto_or_Hybrid,Auto,Big,brown
1366,Dacia,307,  2005_year ,7/21/2005,,74,2,3531,2037,1451,262009,54,,5/8/2018 16:18,Benzin,Manual,Manual,,red
1367,Skoda,fortwo,  2013_year ,8/20/2013,,173,2,3906,2209,1480,88791,127,,8/1/2018 11:20,Diesel,Auto_or_Hybrid,Auto,Big,purple
1368,Fiat,Octavia,  2013_year ,7/11/2013,,135,2,4124,2034,1433,68722,100,,7/26/2018 17:46,Benzin,Auto_or_Hybrid,Manual,Big,red
1369,Kia,A4,  2011_year ,11/17/2011,,116,2,3627,2238,1535,59587,85,,8/29/2018 16:57,Diesel,Manual,Manual,,brown
1370,Citroen,500,  2010_year ,6/8/2010,,157,2,3998,2127,1421,50268,115,,4/7/2018 14:40,Benzin,Manual,Auto,,brown
1371,Opel,ix35,  2016_year ,3/29/2016,,83,2,3681,2235,1557,6987,61,,9/15/2018 12:23,Benzin,Auto_or_Hybrid,Auto,,white
1372,Peugeot,Golf IV,  2008_year ,7/17/2008,,137,2,3788,2135,1606,141403,102,,5/8/2018 16:27,Benzin,Manual,Auto,Mobile,white
1373,Kia,Evoque,  2002_year ,9/27/2002,,83,2,3381,2411,1440,73985,61,,6/14/2018 17:29,Benzin,Manual,Auto,,purple
1374,Citroen,500,  2007_year ,3/27/2007,,219,2,3831,2111,1418,229493,161,,10/26/2018 12:41,Diesel,Manual,Auto,Big,red
1375,Audi,1er,  2009_year ,9/2/2009,,282,2,4059,2052,1500,64387,207,,8/10/2018 9:59,Benzin,Manual,Auto,Big,white
1376,Citroen,207,  2005_year ,3/8/2005,,180,2,3497,2277,1491,252788,132,,8/15/2018 16:22,Diesel,Auto_or_Hybrid,Auto,Big,red
1377,Citroen,500,  2003_year ,5/27/2003,,186,2,3586,2082,1409,267482,136,,7/3/2018 8:56,Diesel,Auto_or_Hybrid,Auto,Big,purple
1378,Honda,911,  2011_year ,6/23/2011,,84,1,3610,2212,1472,147657,62,,8/4/2018 18:46,Benzin,Manual,Manual,,red
1379,Citroen,Qashqai,  2007_year ,1/7/2008,1,199,2,3596,2171,1674,260380,146,,6/16/2018 15:25,Diesel,Auto_or_Hybrid,Auto,Big,gray
1380,BMW,Q5,  2010_year ,1/28/2011,,115,2,3740,1997,1480,153946,84,,4/10/2018 18:11,Diesel,Auto_or_Hybrid,Manual,Big,red
1381,Hyundai,Meriva,  2008_year ,2/13/2009,,94,2,3623,2231,1530,155714,69,,10/23/2018 16:56,Benzin,Manual,Manual,,red
1382,BMW,Touareg,  2008_year ,6/11/2008,,112,2,3829,1914,1990,107893,83,,8/26/2018 13:19,Diesel,Manual,Auto,,silver
1383,Dacia,Kuga,  2006_year ,9/5/2006,,188,2,3618,1973,1451,167968,138,,5/14/2018 10:05,Diesel,Manual,Auto,Big,purple
1384,BMW,Megane,  2014_year ,1/16/2015,,108,2,4022,2230,1452,56452,79,,7/10/2018 14:54,Diesel,Manual,Auto,Big,red
1385,Kia,A6,  2005_year ,5/23/2005,,114,2,3640,2298,1500,223098,84,,6/8/2018 13:20,Diesel,Manual,Manual,,purple
1386,Kia,Evoque,  2009_year ,4/6/2009,,61,2,3693,2377,1488,41700,45,,5/4/2018 15:07,Benzin,Manual,Manual,,black
1387,Kia,A4,  2010_year ,7/16/2010,,158,2,3800,2218,1510,147821,116,,6/15/2018 9:21,Benzin,Manual,Auto,Big,brown
